Lat,Lon,Transaction Name,Address,City,Full_Address
43.8361969,-79.07922363,1525 Pickering Pkwy,1525 Pickering Pkwy,Pickering,1525 Pickering Pkwy Pickering
43.56809893,-79.80150177,7155 Eighth Line,7155 Eighth Line,Milton,7155 Eighth Line Milton
43.9704703,-79.2561657,Ninth Line,Ninth Line,Whitchurch-Stouffville,Ninth Line Whitchurch-Stouffville
43.7078805,-79.3023543,2892 St Clair Ave E,2892 St Clair Ave E,Toronto,2892 St Clair Ave E Toronto
43.8240238,-79.4726193,Langstaff Road,Langstaff Road,Vaughan,Langstaff Road Vaughan
43.67523277,-79.45437396,1536 St Clair Ave W,1536 St Clair Ave W,Toronto,1536 St Clair Ave W Toronto
43.34913635,-79.80619049,Burlington Inn,2404 Queensway Dr,Burlington,2404 Queensway Dr Burlington
43.72628403,-79.4318161,3388 Bathurst St,3388 Bathurst St,Toronto,3388 Bathurst St Toronto
43.82614517,-79.07431793,905 Sandy Beach Road,905 Sandy Beach Rd,Pickering,905 Sandy Beach Rd Pickering
49.2655845,-123.1405253,1581 West 7th Avenue,1581 West 7th Avenue,Vancouver,1581 West 7th Avenue Vancouver
49.2845428,-123.1126953,Burns Block,16 West Hastings Street,Vancouver,16 West Hastings Street Vancouver
49.2891434,-123.1336131,Lorron,1623 Haro St,Vancouver,1623 Haro St Vancouver
49.2814612,-123.1051707,18 W HASTINGS,18 W HASTINGS,Vancouver,18 W HASTINGS Vancouver
49.1920059,-123.1048187,11240 Bridgeport Road,11240 Bridgeport Road,Richmond,11240 Bridgeport Road Richmond
43.55112457,-79.86687469,Patlon Aircraft,8130 5th Line,Halton Hills,8130 5th Line Halton Hills
43.5506773,-79.865087,8130 Fifth Line,8130 Fifth Line,Halton Hills,8130 Fifth Line Halton Hills
43.63346481,-79.66648102,420 Britannia Rd E,420 Britannia Rd E,Mississauga,420 Britannia Rd E Mississauga
,,Kennedy Corporate Centre,Kennedy Corporate Centre,Mississauga,Kennedy Corporate Centre Mississauga
45.65542603,-73.8531723,Clinique Medicale Blainville,519 Curé-Labelle Boulevard,Blainville,519 Curé-Labelle Boulevard Blainville
45.43586731,-75.66265869,211 - 221 Montreal Road,211 Montreal Road,Ottawa,211 Montreal Road Ottawa
43.85879913,-79.33993328,260 Town Centre Boulevard,260 Town Centre Boulevard,,260 Town Centre Boulevard 
53.47273636,-113.4787979,3707 97 Street Northwest,3707 97 St NW,Edmonton,3707 97 St NW Edmonton
45.48217392,-73.4703598,216-290 Lawrence Street ,216 Lawrence Street,Greenfield Park,216 Lawrence Street Greenfield Park
45.3721255,-74.0288413,Chicoine Street,Chicoine Street,Vaudreuil-Dorion,Chicoine Street Vaudreuil-Dorion
43.3940913,-79.7120439,Bronte Road,Bronte Road,Oakville,Bronte Road Oakville
43.70482254,-79.29677582,516 Dawes Road,516 Dawes Rd,Toronto,516 Dawes Rd Toronto
43.88219235,-79.56647513,3620 Kirby Road,3620 Kirby Road,Vaughan,3620 Kirby Road Vaughan
53.5332583,-113.4174604,50th Street Atria,9405 50 St NW,Edmonton,9405 50 St NW Edmonton
43.84307264,-79.56765723,Major Mackenzie Dr W,Major Mackenzie Dr W,Vaughan,Major Mackenzie Dr W Vaughan
,,18810 72nd Avenue & 7170 188th Street,18810 72nd Avenue & 7170 188th Street,Surrey,18810 72nd Avenue & 7170 188th Street Surrey
45.57331563,-73.91136784,fmr Loblaws,525 Blvd Arthur-Sauve,Saint-Eustache,525 Blvd Arthur-Sauve Saint-Eustache
49.239283,-123.0526059,2970 KINGSWAY,2970 KINGSWAY,Vancouver,2970 KINGSWAY Vancouver
50.98139954,-113.9541855,5616 80 Ave SE,5616 80 Ave SE,Calgary,5616 80 Ave SE Calgary
,,Villa Leone,Villa Leone,Burnaby,Villa Leone Burnaby
43.9926113,-79.4532624,225 Industrial Parkway South,225 Industrial Parkway South,Aurora,225 Industrial Parkway South Aurora
45.5692482,-73.54647064,3045 l'Assomption Boulevard,3045 l'Assomption Boulevard,Mercier-Hochelaga-Maisonneuve,3045 l'Assomption Boulevard Mercier-Hochelaga-Maisonneuve
,,30 St & 24 Ave W,30 St & 24 Ave W,Lethbridge,30 St & 24 Ave W Lethbridge
43.3733949,-80.4221273,401 New Dundee Road,401 New Dundee Road,Kitchener,401 New Dundee Road Kitchener
43.59832813,-79.53586846,66 Akron Road,66 Akron Road,Etobicoke,66 Akron Road Etobicoke
49.3094265,-123.0520753,145 & 153 East 4th Street,145 & 153 East 4th Street,North Vancouver,145 & 153 East 4th Street North Vancouver
,,1640 Desserte sud Autoroute Laval est,1640 Desserte sud Autoroute Laval est,Laval,1640 Desserte sud Autoroute Laval est Laval
51.12470235,-114.2059187,101 Crowfoot Way NW,101 Crowfoot Way NW,Calgary,101 Crowfoot Way NW Calgary
45.8912223,-74.1482361,Les Factoreries St Sauveur,100 Ave Guindon,Saint-Sauveur,100 Ave Guindon Saint-Sauveur
43.38511658,-80.69986725,141 Hamilton Road,141 Hamilton Rd,Wilmot,141 Hamilton Rd Wilmot
44.73980331,-79.77902222,2506 Newton Street,2506 Newton St,Tay,2506 Newton St Tay
,,12225 boul. Métropolitain est,12225 boul. Métropolitain est,Montréal,12225 boul. Métropolitain est Montréal
42.24865244,-83.06211281,Malden Square,1765 Orford St,LaSalle,1765 Orford St LaSalle
44.31248407,-79.56838751,Benson Street,Benson St,Innisfil,Benson St Innisfil
44.3081819,-79.5684781,Webster Boulevard,#NAME?,Innisfil,#NAME?
,, 100 Guindon / 190,100 Guindon / 190,St-Sauveur,100 Guindon / 190 St-Sauveur
45.3783,-71.9784,Place Pavillon,4403 Rue Pavillon,Sherbrooke,4403 Rue Pavillon Sherbrooke
44.0179788,-79.4718226,1001 St. John's Sideroad,1001 St. John's Sideroad,Aurora,1001 St. John's Sideroad Aurora
43.72839561,-79.39819157,153 Ranleigh Avenue,153 Ranleigh Avenue,Old Toronto,153 Ranleigh Avenue Old Toronto
43.6697464,-79.439888,1384 Dufferin Street,1384 Dufferin Street,Old Toronto,1384 Dufferin Street Old Toronto
53.0000681,-106.3908978,New Woodbine Motel,7242 Highway No. 27,Vaughan,7242 Highway No. 27 Vaughan
49.1934053,-122.7438691,17276 104A Avenue,17276 104A Avenue,Surrey,17276 104A Avenue Surrey
49.33575439,-123.1152267,Capilano Grove,2832 Capilano Road,North Vancouver,2832 Capilano Road North Vancouver
46.80662915,-71.21789719,575 Jacques-Parizeau,575 Jacques-Parizeau,Québec,575 Jacques-Parizeau Québec
44.34925388,-78.75074816,Parkview,35 Angeline St S,Kawartha Lakes,35 Angeline St S Kawartha Lakes
44.347271,-78.7495263,35 Angeline Street South,35 Angeline Street South,Kawartha Lakes,35 Angeline Street South Kawartha Lakes
43.7584343,-79.3536377,1 Valleybrook Drive,1 Valleybrook Drive,,1 Valleybrook Drive 
50.9664677,-113.9093848,72 Technology Way SE,72 Technology Way SE,Calgary,72 Technology Way SE Calgary
49.104314,-122.663718,26713 56 AVE,26713 56 AVE,Langley,26713 56 AVE Langley
49.1243566,-122.6266428,6722 Glover Road,6722 Glover Road,Langley,6722 Glover Road Langley
48.42230606,-123.3532257,1126 Rockland Avenue,1126 Rockland Ave,Victoria,1126 Rockland Ave Victoria
43.8173027,-79.34629059,155 Torbay Road,155 Torbay Road,Markham,155 Torbay Road Markham
45.495355,-73.6115214,4780 de la Côte-des-Neiges Road,4780 de la Côte-des-Neiges Road,Côte-des-Neiges-Notre-Dame-de-Grâce,4780 de la Côte-des-Neiges Road Côte-des-Neiges-Notre-Dame-de-Grâce
45.57065324,-73.60736477,8208 Albert-Louis-Van Houtte Avenue,8208 Albert-Louis-Van Houtte Avenue,Villeray-Saint-Michel-Parc-Extension,8208 Albert-Louis-Van Houtte Avenue Villeray-Saint-Michel-Parc-Extension
44.3441082,-79.6244099,908 Yonge Street,908 Yonge Street,Barrie,908 Yonge Street Barrie
43.72772217,-79.40322876,3182 Yonge Street,3182 Yonge St,Toronto,3182 Yonge St Toronto
43.81778992,-79.70148246,10742 Clarkway Drive,10742 Clarkway Drive,Brampton,10742 Clarkway Drive Brampton
49.25636673,-123.1023254,The Newport,150 East 16th Avenue,Vancouver,150 East 16th Avenue Vancouver
,,920 boul. Firestone,920 boul. Firestone,Joliette,920 boul. Firestone Joliette
43.40731049,-80.45472717,1011 Homer Watson Boulevard,1011 Homer Watson Blvd,Kitchener,1011 Homer Watson Blvd Kitchener
46.80523682,-71.18014526,40 Rue Saint-Étienne,40 Rue Saint-Etienne,Levis,40 Rue Saint-Etienne Levis
,,3030 190th Street,3030 190th Street,Surrey,3030 190th Street Surrey
43.84367478,-79.70978618,12197 Coleraine Dr,12197 Coleraine Dr,Caledon,12197 Coleraine Dr Caledon
43.71110153,-79.62783813,Malton Medical Centre,6870 Goreway Dr,Mississauga,6870 Goreway Dr Mississauga
45.50638376,-73.56113923,120 de la Gauchetière Street West,120 de la Gauchetière Street West,Ville-Marie,120 de la Gauchetière Street West Ville-Marie
44.26731873,-78.36641693,1777 Stenson Boulevard,1777 Stenson Boulevard,Peterborough,1777 Stenson Boulevard Peterborough
43.68969345,-79.5980072,290 Carlingview Drive,290 Carlingview Dr,Toronto,290 Carlingview Dr Toronto
43.6538288,-79.58119445,596 Renforth Drive,596 Renforth Drive,Etobicoke,596 Renforth Drive Etobicoke
43.22071075,-79.67888641,881 Arvin Avenue & 369 Glover Road,881 Arvin Avenue & 369 Glover Road,Hamilton,881 Arvin Avenue & 369 Glover Road Hamilton
43.66541563,-79.47813529,"3233, 3239, 3241, 3245, 3249 & 3251 Dundas Street West",3245 Dundas Street West,Old Toronto,3245 Dundas Street West Old Toronto
49.2891272,-123.1397871,Shato Inn Hotel,1825 Comox Street,Vancouver,1825 Comox Street Vancouver
46.5249041,-84.3190701,Cambrian Mall,44 Great Northern Rd,Sault Ste. Marie,44 Great Northern Rd Sault Ste. Marie
,,"50 Laing Street & 46, 52 Rear Laing Street","50 Laing Street & 46, 52 Rear Laing Street",Old Toronto,"50 Laing Street & 46, 52 Rear Laing Street Old Toronto"
45.6798854,-73.8043403,104-121 De Chambery Boulevard,104 De Chambery Boulevard,Blainville,104 De Chambery Boulevard Blainville
50.8776925,-114.0363679,Chaparral Shopping Centre,803 Chaparral Drive SE,Calgary,803 Chaparral Drive SE Calgary
50.99363327,-114.0725174,6711 Macleod Trail,6711 Macleod Trl,Calgary,6711 Macleod Trl Calgary
53.59176872,-113.294136,53361 Range Road 232,53361 Range Rd 232,Sherwood Park,53361 Range Rd 232 Sherwood Park
53.5098381,-113.4412308,Four Points by Sheraton,7230 Argyll Rd NW,Edmonton,7230 Argyll Rd NW Edmonton
,,5050 Roslyn / 5051 Grosvenor,5050 Roslyn / 5051 Grosvenor,Montréal,5050 Roslyn / 5051 Grosvenor Montréal
44.47367181,-80.13845873,Beachwood Rd,Beachwood Rd,Wasaga Beach,Beachwood Rd Wasaga Beach
44.0270469,-79.4738954,Yonge Street,#NAME?,West Gwillimbury,#NAME?
44.28186726,-78.34419334,999 Lansdowne Street West,999 Lansdowne St W,Peterborough,999 Lansdowne St W Peterborough
49.77520956,-94.48104048,9th St N,9th St N,Kenora,9th St N Kenora
43.82793805,-79.32824538,365 Hood Road,365 Hood Road,Markham,365 Hood Road Markham
43.7241624,-79.3006716,100 Eglinton Square,100 Eglinton Square,Scarborough,100 Eglinton Square Scarborough
28.9691376,-81.9981848,10436 173rd Street,10436 173rd Street,Surrey,10436 173rd Street Surrey
45.57006073,-73.42989349,1311 Rue Ampere,1311 Rue Ampere,Boucherville,1311 Rue Ampere Boucherville
49.26575089,-123.154068,2155 West 7th Avenue,2155 W 7th Ave,Vancouver,2155 W 7th Ave Vancouver
45.566822,-73.8232402,4500 Chomedey Highway,4500 Chomedey Highway,Laval,4500 Chomedey Highway Laval
42.97960321,-82.37536913,646 Georgian Manor,631 Roger St,Sarnia,631 Roger St Sarnia
43.4573376,-79.6818284,227 Cross Avenue,227 Cross Avenue,Oakville,227 Cross Avenue Oakville
43.9199728,-78.9164753,Garrard Road,Garrard Road,Whitby,Garrard Road Whitby
,,6388 & 6398 120th Street,6388 120th Street,Surrey,6388 120th Street Surrey
,,4855 Queen-Mary Road,4855 Queen-Mary Road,Côte-des-Neiges-Notre-Dame-de-Grâce,4855 Queen-Mary Road Côte-des-Neiges-Notre-Dame-de-Grâce
43.57307428,-79.64889646,3473 Wolfedale Rd,3473 Wolfedale Rd,Mississauga,3473 Wolfedale Rd Mississauga
45.46936035,-73.46705627,6835-6845 Taschereau Boulevard ,6835 Taschereau Boulevard,Brossard,6835 Taschereau Boulevard Brossard
49.10281372,-122.7266312,Delta Controls,17899 55th Avenue,Surrey,17899 55th Avenue Surrey
43.81853485,-79.34840393,7181 Woodbine Avenue,7181 Woodbine Avenue,Markham,7181 Woodbine Avenue Markham
43.3811073,-79.764901,4087 Harvester Road,4087 Harvester Road,Burlington,4087 Harvester Road Burlington
44.36382221,-79.58949704,3459 20th Sideroad,3459 20th Sideroad,Innisfil,3459 20th Sideroad Innisfil
43.782495,-79.4898287,2727 Steeles Avenue West,2727 Steeles Avenue West,North York,2727 Steeles Avenue West North York
43.85466385,-79.38237,15 Sims Crescent,15 Sims Crescent,Richmond Hill,15 Sims Crescent Richmond Hill
49.191083,-122.9933687,7500 Lowland Drive,7500 Lowland Drive,Burnaby,7500 Lowland Drive Burnaby
49.2674692,-123.1127761,The Yukon,The Yukon,Vancouver,The Yukon Vancouver
45.439017,-75.784081,de l'Atmosphère Street ,de l'Atmosphère Street,Ville de Gatineau,de l'Atmosphère Street Ville de Gatineau
49.0463404,-122.7935239,2428 & 2430 King George Highway,2428 King George Highway,Surrey,2428 King George Highway Surrey
43.8576493,-78.9279774,1760 Harbour Street,1760 Harbour Street,Whitby,1760 Harbour Street Whitby
43.77152252,-79.33274078,211 Consumers Rd,211 Consumers Rd,Toronto,211 Consumers Rd Toronto
46.3746064,-72.5537351,450 Barkoff,450 Barkoff,Trois-Rivières,450 Barkoff Trois-Rivières
42.30296326,-82.82807922,Ground Effects Inc,417 Advance Blvd,Windsor,417 Advance Blvd Windsor
43.7000885,-79.62573242,3223 Orlando Drive,3223  Orlando Drive,Mississauga,3223  Orlando Drive Mississauga
43.7028157,-79.4639723,165 Tycos Drive,165 Tycos Drive,North York,165 Tycos Drive North York
49.2703954,-123.1424794,1672 West 1st Avenue,1672 West 1st Avenue,,1672 West 1st Avenue 
43.12900985,-80.69799137,Oxford Road 4,Oxford Rd 4,Woodstock,Oxford Rd 4 Woodstock
43.73287192,-79.47579241,John Perkins Bull Dr,John Perkins Bull Dr,Toronto,John Perkins Bull Dr Toronto
45.63574219,-73.85536957,3720 la Vérendrye Street ,3720 la Vérendrye Street,Boisbriand,3720 la Vérendrye Street Boisbriand
45.4595,-73.6582,5460 Sherbrooke East Street ,5460 Sherbrooke East Street,Mercier-Hochelaga-Maisonneuve,5460 Sherbrooke East Street Mercier-Hochelaga-Maisonneuve
46.79193215,-71.2604985,1615 chemin Ste-Foy,1615 chemin Ste-Foy,Québec,1615 chemin Ste-Foy Québec
43.4315669,-80.4959861,659 Stirling Avenue South,659 Stirling Avenue South,Kitchener,659 Stirling Avenue South Kitchener
43.69903923,-79.26903122,44 Milne Avenue,44 Milne Avenue,Scarborough,44 Milne Avenue Scarborough
45.49172974,-73.63632965,4895 Av Bourret,4895 Av Bourret,Montreal,4895 Av Bourret Montreal
42.31303406,-82.93179321,2545 Lauzon Road,2545 Lauzon Rd,Windsor,2545 Lauzon Rd Windsor
43.14806366,-80.21005249,50 Garden Avenue,50 Garden Avenue,Brantford,50 Garden Avenue Brantford
43.69599808,-79.50334179,1480 Jane Street,1480 Jane Street,North York,1480 Jane Street North York
49.1591809,-122.6636231,20120 86 AVE,20120 86 AVE,Langley,20120 86 AVE Langley
49.2209425,-122.977026,5900-5908 Kingsway,5900 Kingsway,Burnaby,5900 Kingsway Burnaby
,,LOT des Prairies Boulevard,LOT des Prairies Boulevard,Laval,LOT des Prairies Boulevard Laval
49.1122275,-122.6779934,9770 196A Street,9770 196A Street,Langley,9770 196A Street Langley
,,De la Rivière Cachée Road,De la Rivière Cachée Road,Boisbriand,De la Rivière Cachée Road Boisbriand
43.9745032,-79.2821384,Automall Boulevard & Norman Jones Place,Automall Blvd And Norman Jones Pl,Whitchurch-Stouffville,Automall Blvd And Norman Jones Pl Whitchurch-Stouffville
,,10980 Highway No. 50,10980 Highway No. 50,Brampton,10980 Highway No. 50 Brampton
,,NW/NE-3-27-4-5,270177 Range Road 42,Cochrane,270177 Range Road 42 Cochrane
45.51796722,-73.59557343,403 Saint-Joseph West Boulevard ,403 Saint-Joseph West Boulevard,Outremont,403 Saint-Joseph West Boulevard Outremont
49.28490067,-123.1357803,Lakehill ,1435 Pendrell St,Vancouver,1435 Pendrell St Vancouver
45.38708481,-75.73398209,Rhythm,Carling Ave,Ottawa,Carling Ave Ottawa
43.8578008,-79.3445229,221 Whitehall Drive,221 Whitehall Drive,Markham,221 Whitehall Drive Markham
48.23352051,-79.03050995,355 Rue Montreal O,355 Rue Montreal O,Rouyn-Noranda,355 Rue Montreal O Rouyn-Noranda
43.6545061,-79.6121208,5270 Solar Drive,5270 Solar Drive,Mississauga,5270 Solar Drive Mississauga
45.640664,-74.3290496,450 Bethany,450 Bethany,Lachute,450 Bethany Lachute
49.1445219,-122.6804197,20453 78 AVE,20453 78 AVE,Langley,20453 78 AVE Langley
51.2890642,-113.9856976,603 East Lake Rd NE,603 East Lake Rd NE,Airdrie,603 East Lake Rd NE Airdrie
43.10525894,-79.06596375,4422 Huron Street,4422 Huron Street,Niagara Falls,4422 Huron Street Niagara Falls
43.88412757,-79.51896756,11191 Keele Street,11191 Keele Street,Vaughan,11191 Keele Street Vaughan
49.26941225,-123.0763983,1344 East 1st Avenue,1344 East 1st Avenue,Vancouver,1344 East 1st Avenue Vancouver
,,2015 Centre Avenue SE,2015 Centre Avenue SE,Calgary,2015 Centre Avenue SE Calgary
43.85236182,-79.73962989,8183 Healey Road,8183 Healey Road,Caledon,8183 Healey Road Caledon
45.2699083,-74.1206062,1890 Tougas,1890 Tougas,Salaberry-de-Valleyfield,1890 Tougas Salaberry-de-Valleyfield
43.76070023,-79.70238495,4 Edvac Drive,4 Edvac Drive,Brampton,4 Edvac Drive Brampton
44.19291687,-77.36492157,Magna Lighting,200 Jamieson Bone Rd,Belleville,200 Jamieson Bone Rd Belleville
44.006395,-79.469221,Howard Johnson Aurora,15520 Yonge St,Aurora,15520 Yonge St Aurora
49.2586641,-123.0704735,229 East 13th Avenue,229 East 13th Avenue,Vancouver,229 East 13th Avenue Vancouver
44.28027344,-78.34751129,1101 Lansdowne Street,1101 Lansdowne Street,Peterborough,1101 Lansdowne Street Peterborough
45.41828537,-75.69315338,201 Metcalfe St,201 Metcalfe St,Ottawa,201 Metcalfe St Ottawa
45.42182541,-71.86805725,980 Rue Des Paysans,980 Rue Des Paysans,Sherbrooke,980 Rue Des Paysans Sherbrooke
45.60928923,-73.61499896,6120 Renoir Street ,6120 Renoir Street,Montréal-Nord,6120 Renoir Street Montréal-Nord
,,"53-67 Owen Street, 55-57 McDonald Street, 70-78 Worsley Street","53-67 Owen Street, 55-57 McDonald Street, 70-78 Worsley Street",Barrie,"53-67 Owen Street, 55-57 McDonald Street, 70-78 Worsley Street Barrie"
43.40873337,-80.33018494,Ashley Homestore,2450 Eagle St N,Cambridge,2450 Eagle St N Cambridge
43.72198105,-79.45698547,DOT Furniture,3302 Dufferin St,Toronto,3302 Dufferin St Toronto
,,7042 & 7058 204th Street ,7042 204th Street,Langley,7042 204th Street Langley
43.24226379,-79.8529129,293 Upper Wentworth Street,293 Upper Wentworth Street,Hamilton,293 Upper Wentworth Street Hamilton
43.37686856,-79.78523875,1140 Heritage Road,1140 Heritage Road,Burlington,1140 Heritage Road Burlington
53.49014282,-113.4810257,9712 54 Avenue Northwest,9712 54 Ave NW,Edmonton,9712 54 Ave NW Edmonton
43.67639542,-79.76937866,345 Queen Street West,345 Queen St W,Brampton,345 Queen St W Brampton
45.47503295,-73.70032252,165-185 Montée de Liesse,165 Montée de Liesse,Saint-Laurent,165 Montée de Liesse Saint-Laurent
43.6266014,-79.6380171,5145 Timberlea Boulevard,5145 Timberlea Boulevard,Mississauga,5145 Timberlea Boulevard Mississauga
43.6970827,-79.5705508,65 Enterprise Road,65 Enterprise Road,Etobicoke,65 Enterprise Road Etobicoke
49.1359821,-123.0417693,6605 Dennett Place,6605 Dennett Place,Delta,6605 Dennett Place Delta
,,13939 104th Avenue,13939 104th Avenue,Surrey,13939 104th Avenue Surrey
49.2359634,-123.1324836,The Impala,8735 Selkirk Street,Vancouver,8735 Selkirk Street Vancouver
43.00327693,-81.3376888,Blue Heron Dr,Blue Heron Dr,London,Blue Heron Dr London
43.54414749,-80.26543427,219 London Rd W,219 London Rd W,Guelph,219 London Rd W Guelph
43.68440628,-79.48317719,971 Weston Rd,971 Weston Rd,Toronto,971 Weston Rd Toronto
43.6887207,-79.39523315,15 Delisle Ave,15 Delisle Ave,Toronto,15 Delisle Ave Toronto
,,7707 112th Avenue NW,7707 112th Avenue NW,Calgary,7707 112th Avenue NW Calgary
45.4509046,-73.6333295,468 St-Jean,468 St-Jean,Montréal,468 St-Jean Montréal
43.179065,-79.249714,10 YMCA Drive,10 YMCA Drive,Saint Catharines,10 YMCA Drive Saint Catharines
48.37941742,-89.30483246,Valhalla Inn ,1 Valhalla Inn Rd,Thunder Bay,1 Valhalla Inn Rd Thunder Bay
,,1426 & 1442 Wilson Drive,1426 & 1442 Wilson Drive,Springwater,1426 & 1442 Wilson Drive Springwater
45.41748047,-75.68974304,283 Elgin St,283 Elgin St,Ottawa,283 Elgin St Ottawa
43.45981645,-80.13842297,McLean Road West,McLean Road West,Guelph,McLean Road West Guelph
43.70906448,-79.36524963,220 McRae Drive,220 McRae Drive,East York,220 McRae Drive East York
43.8010462,-79.4206877,7115 Yonge Street,7115 Yonge Street,Markham,7115 Yonge Street Markham
43.8799094,-79.0879972,2740 Brock Road,2740 Brock Road,Pickering,2740 Brock Road Pickering
,,"5800, 5840 & 5860 Granville Avenue","5800, 5840 & 5860 Granville Avenue",Richmond,"5800, 5840 & 5860 Granville Avenue Richmond"
43.63862991,-79.44248199,70 Wilson Park Rd,70 Wilson Park Rd,Toronto,70 Wilson Park Rd Toronto
45.474969,-73.791606,26 Hymus Boulevard ,26 Hymus Boulevard,Pointe-Claire,26 Hymus Boulevard Pointe-Claire
43.41184235,-80.3012619,295 Pinebush Road,295 Pinebush Road,Cambridge,295 Pinebush Road Cambridge
,,des Bâtisseurs Avenue ,des Bâtisseurs Avenue,Sainte-Julie,des Bâtisseurs Avenue Sainte-Julie
45.37566565,-73.60323003,Renoir Street ,Renoir Street,Saint-Constant,Renoir Street Saint-Constant
43.60446167,-79.59238434,Constitution Place,3051 Constitution Boulevard,Mississauga,3051 Constitution Boulevard Mississauga
49.2577047,-123.1761423,45 E 16TH,45 E 16TH,Vancouver,45 E 16TH Vancouver
42.99827194,-81.33037567,1018 Gainsborough Road,1018 Gainsborough Rd,London,1018 Gainsborough Rd London
49.2307479,-123.0062878,5292 & 5318 Kingsway,5292 Kingsway,Burnaby,5292 Kingsway Burnaby
43.17185974,-79.26352692,350 Ontario Street,350 Ontario St,Saint Catharines,350 Ontario St Saint Catharines
45.4953389,-73.4094293,Cousineau Boulevard,Cousineau Boulevard,Saint-Hubert,Cousineau Boulevard Saint-Hubert
43.3339555,-79.8130186,850 Legion Road,850 Legion Road,Burlington,850 Legion Road Burlington
42.93848038,-81.28057098,377 Southdale Road West,377 Southdale Rd W,London,377 Southdale Rd W London
45.57778168,-73.53987885,6244-6266 de Marseille Street,6244 de Marseille Street,Mercier-Hochelaga-Maisonneuve,6244 de Marseille Street Mercier-Hochelaga-Maisonneuve
43.73828506,-79.73670959,North Bramalea Medical Dental Building,9780 Bramalea Road,Brampton,9780 Bramalea Road Brampton
43.7522644,-79.2546422,799 Brimley Road,799 Brimley Road,Scarborough,799 Brimley Road Scarborough
45.53522873,-73.60047913,6255 Rue Saint-Hubert,6255 Rue St-Hubert,Montreal,6255 Rue St-Hubert Montreal
45.55736542,-73.71564484,1390 de la Concorde West Boulevard,1390 de la Concorde West Boulevard,Laval,1390 de la Concorde West Boulevard Laval
43.513693,-79.8955266,270 Bronte Street North,270 Bronte St N,Milton,270 Bronte St N Milton
46.0305303,-73.0973169,Centre Sorel,340 Blvd Poliquin,Sorel-Tracy,340 Blvd Poliquin Sorel-Tracy
43.10840729,-80.74214792,605 Athlone Place,605 Athlone Pl,Woodstock,605 Athlone Pl Woodstock
43.5165722,-79.8991843,270 Bronte Street North,270 Bronte Street North,Milton,270 Bronte Street North Milton
43.76052475,-79.47628021,20 Vanley Crescent,20 Vanley Crescent,North York,20 Vanley Crescent North York
43.8347152,-79.7595745,Healey Road,Healey Road,Caledon,Healey Road Caledon
43.79207993,-79.26085663,1936 McCowan Road,1936 McCowan Road,Scarborough,1936 McCowan Road Scarborough
39.0606959,-98.5393677,White Rock Medical Building,15451 Russell Avenue,,15451 Russell Avenue 
43.53003203,-79.92346048,James Snow Pkwy N,James Snow Pkwy N,Milton,James Snow Pkwy N Milton
45.59934616,-73.59327698,Plaza Val Marie ,8700 Langelier Boulevard,Saint-Léonard,8700 Langelier Boulevard Saint-Léonard
45.537117,-73.6030426,6530  Boyer Street,6530  Boyer Street,Rosemont-La Petite-Patrie,6530  Boyer Street Rosemont-La Petite-Patrie
43.46906658,-80.51504043,81 & 85 Bridgeport Road East,81 Bridgeport Road East,Waterloo,81 Bridgeport Road East Waterloo
43.80499633,-79.75654078,Innis Lake Rd,Innis Lake Rd,Caledon,Innis Lake Rd Caledon
49.0895851,-122.6618315,3325 202 ST,3325 202 ST,Langley,3325 202 ST Langley
45.49710846,-73.64291382,4780 Vézina Street,4780 Vézina Street,Côte-des-Neiges-Notre-Dame-de-Grâce,4780 Vézina Street Côte-des-Neiges-Notre-Dame-de-Grâce
45.86221313,-72.4938736,2300 Boulevard Lemire,2300 Blvd Lemire,Drummondville,2300 Blvd Lemire Drummondville
43.7047795,-79.471618,65 Densley Avenue,65 Densley Avenue,North York,65 Densley Avenue North York
43.6603611,-79.6980652,555 Secretariat Court,555 Secretariat Court,Mississauga,555 Secretariat Court Mississauga
43.89517975,-79.41267395,Brookside Court,980 Elgin Mills Road East,Richmond Hill,980 Elgin Mills Road East Richmond Hill
,,"20051, 20061 & 20071 53rd Avenue; 20040, 20050, 20060 & 20070 53A Avenue","20051, 20061 & 20071 53rd Avenue; 20040, 20050, 20060 & 20070 53A Avenue",Langley,"20051, 20061 & 20071 53rd Avenue; 20040, 20050, 20060 & 20070 53A Avenue Langley"
43.77259064,-79.73402405,Sparta Dr,Sparta Dr,Brampton,Sparta Dr Brampton
49.1779801,-122.8427203,City Centre 2,9639 137A Street,Surrey,9639 137A Street Surrey
45.6882058,-0.3266931,Saint-Martin West Boulevard,Saint-Martin West Boulevard,Laval,Saint-Martin West Boulevard Laval
45.43033218,-75.51792145,3080 Navan Road & 6101 Reanaud Road,3080 Navan Road,Gloucester,3080 Navan Road Gloucester
50.443904,-104.606519,Strathcona Centre,2202 Broad St,Regina,2202 Broad St Regina
,, 385 Kennedy nord / 100 Clémenceau / 350 St-François nord,385 Kennedy nord / 100 Clémenceau / 350 St-François nord,Sherbrooke,385 Kennedy nord / 100 Clémenceau / 350 St-François nord Sherbrooke
43.24191666,-79.85177612,21 Summit Ave,21 Summit Ave,Hamilton,21 Summit Ave Hamilton
43.80850567,-79.29059696,3360 Midland Avenue,3360 Midland Ave,Toronto,3360 Midland Ave Toronto
